Year,zip,Borough,Neighborhood,Percentage,Number
13,10309,STATEN ISLAND,SOUTH SHORE,0.021746595,11550
13,10310,STATEN ISLAND,PORT RICHMOND,0.010072107,8225.804196
13,10312,STATEN ISLAND,SOUTH SHORE,0.021746595,23741.66667
13,10314,STATEN ISLAND,MID ISLAND,0.009385373,21646.85315
13,10451,BRONX,HIGH BRIDGE AND MORRISANIA,0.041204075,7061.111111
13,10452,BRONX,HIGH BRIDGE AND MORRISANIA,0.041204075,12983.33333
13,10453,BRONX,CENTRAL BRONX,0.043607646,17145
13,10454,BRONX,HUNTS POINT AND MOTT HAVEN,0.026324825,7513.043478
13,10455,BRONX,HUNTS POINT AND MOTT HAVEN,0.026324825,10643.47826
13,10456,BRONX,HIGH BRIDGE AND MORRISANIA,0.041204075,29611.11111
13,10457,BRONX,CENTRAL BRONX,0.043607646,31432.5
13,10458,BRONX,BRONX PARK AND FORDHAM,0.042463088,29679.7619
13,10459,BRONX,HUNTS POINT AND MOTT HAVEN,0.026324825,15026.08696
13,10460,BRONX,CENTRAL BRONX,0.043607646,15240
13,10461,BRONX,SOUTHEAST BRONX,0.039945061,11440
13,10462,BRONX,SOUTHEAST BRONX,0.039945061,13000
13,10463,BRONX,KINGSBRIDGE AND RIVERDALE,0.009042005,11689.3007
13,10464,BRONX,SOUTHEAST BRONX,0.039945061,520
13,10465,BRONX,SOUTHEAST BRONX,0.039945061,13520
13,10466,BRONX,NORTHEAST BRONX,0.015565984,22968.75
13,10467,BRONX,BRONX PARK AND FORDHAM,0.042463088,27460.71429
13,10468,BRONX,BRONX PARK AND FORDHAM,0.042463088,14978.57143
13,10469,BRONX,NORTHEAST BRONX,0.015565984,37406.25
13,10470,BRONX,NORTHEAST BRONX,0.015565984,8531.25
13,10471,BRONX,KINGSBRIDGE AND RIVERDALE,0.009042005,2597.622378
13,10472,BRONX,SOUTHEAST BRONX,0.039945061,33800
13,10473,BRONX,SOUTHEAST BRONX,0.039945061,8840
13,10474,BRONX,HUNTS POINT AND MOTT HAVEN,0.026324825,4069.565217
13,10475,BRONX,NORTHEAST BRONX,0.015565984,1312.5
13,11001,QUEENS,NORTHWEST QUEENS,#N/A,1298.811189
13,11004,QUEENS,SOUTHEAST QUEENS,0.010644386,0
13,11101,QUEENS,NORTHWEST QUEENS,0.018656289,12122.72727
13,11102,QUEENS,NORTHWEST QUEENS,0.018656289,8659.090909
13,11103,QUEENS,NORTHWEST QUEENS,0.018656289,10390.90909
13,11104,QUEENS,NORTHWEST QUEENS,0.018656289,7504.545455
13,11105,QUEENS,NORTHWEST QUEENS,0.018656289,4040.909091
13,11106,QUEENS,NORTHWEST QUEENS,0.018656289,3463.636364
13,11201,BROOKLYN,NORTHWEST BROOKLYN,0.040975163,18416.66667
13,11203,BROOKLYN,FLATBUSH,0.031589791,19871.21212
13,11204,BROOKLYN,BOROUGH PARK,0.012246767,4329.370629
13,11205,BROOKLYN,NORTHWEST BROOKLYN,0.040975163,26916.66667
13,11206,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.050932814,27360.97561
13,11207,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.026095914,85025
13,11208,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.026095914,49225
13,11209,BROOKLYN,SOUTHWEST BROOKLYN,0.006638434,8658.741259
13,11210,BROOKLYN,FLATBUSH,0.031589791,8469.69697
13,11211,BROOKLYN,GREENPOINT,0.017740643,25380
13,11212,BROOKLYN,CENTRAL BROOKLYN,0.082179238,26634.54545
13,11213,BROOKLYN,CENTRAL BROOKLYN,0.082179238,30840
13,11214,BROOKLYN,SOUTHWEST BROOKLYN,0.006638434,11256.36364
13,11215,BROOKLYN,NORTHWEST BROOKLYN,0.040975163,36125
13,11216,BROOKLYN,CENTRAL BROOKLYN,0.082179238,53269.09091
13,11217,BROOKLYN,NORTHWEST BROOKLYN,0.040975163,77208.33333
13,11218,BROOKLYN,BOROUGH PARK,0.012246767,11689.3007
13,11219,BROOKLYN,BOROUGH PARK,0.012246767,9524.615385
13,11220,BROOKLYN,SUNSET PARK,0.00377704,12988.11189
13,11221,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.050932814,79770.73171
13,11222,BROOKLYN,GREENPOINT,0.017740643,24300
13,11223,BROOKLYN,SOUTHERN BROOKLYN,0.016596086,28600
13,11224,BROOKLYN,SOUTHERN BROOKLYN,0.016596086,11000
13,11225,BROOKLYN,FLATBUSH,0.031589791,20196.9697
13,11226,BROOKLYN,FLATBUSH,0.031589791,17590.90909
13,11228,BROOKLYN,SOUTHWEST BROOKLYN,0.006638434,6061.118881
13,11229,BROOKLYN,SOUTHERN BROOKLYN,0.016596086,20900
13,11230,BROOKLYN,BOROUGH PARK,0.012246767,10390.48951
13,11231,BROOKLYN,NORTHWEST BROOKLYN,0.040975163,16291.66667
13,11232,BROOKLYN,SUNSET PARK,0.00377704,3463.496503
13,11233,BROOKLYN,CENTRAL BROOKLYN,0.082179238,42989.09091
13,11234,BROOKLYN,CANARSIE AND FLATLANDS,0.010415474,13421.04895
13,11235,BROOKLYN,SOUTHERN BROOKLYN,0.016596086,36300
13,11236,BROOKLYN,CANARSIE AND FLATLANDS,0.010415474,16451.60839
13,11237,BROOKLYN,NORTHWEST QUEENS,#N/A,36799.65035
13,11238,BROOKLYN,CENTRAL BROOKLYN,0.082179238,38783.63636
13,11239,BROOKLYN,CANARSIE AND FLATLANDS,0.010415474,0
13,11249,BROOKLYN,FLATBUSH,#N/A,4762.307692
13,11354,QUEENS,NORTH QUEENS,0.009042005,2597.622378
13,11355,QUEENS,NORTH QUEENS,0.009042005,3896.433566
13,11356,QUEENS,NORTH QUEENS,0.009042005,1731.748252
13,11357,QUEENS,NORTH QUEENS,0.009042005,3463.496503
13,11358,QUEENS,NORTH QUEENS,0.009042005,6061.118881
13,11360,QUEENS,NORTH QUEENS,0.009042005,865.8741259
13,11361,QUEENS,NORTHEAST QUEENS,0.002861394,2597.622378
13,11362,QUEENS,NORTHEAST QUEENS,0.002861394,432.9370629
13,11363,QUEENS,NORTHEAST QUEENS,0.002861394,0
13,11364,QUEENS,NORTHEAST QUEENS,0.002861394,865.8741259
13,11365,QUEENS,CENTRAL QUEENS,0.003090306,3030.559441
13,11366,QUEENS,CENTRAL QUEENS,0.003090306,3030.559441
13,11367,QUEENS,CENTRAL QUEENS,0.003090306,2597.622378
13,11368,QUEENS,WEST QUEENS,0.02998741,13010.52632
13,11369,QUEENS,WEST QUEENS,0.02998741,6505.263158
13,11370,QUEENS,WEST QUEENS,0.02998741,7047.368421
13,11372,QUEENS,WEST QUEENS,0.02998741,10300
13,11373,QUEENS,WEST QUEENS,0.02998741,18431.57895
13,11374,QUEENS,WEST CENTRAL QUEENS,0.025065812,5541.176471
13,11375,QUEENS,WEST CENTRAL QUEENS,0.025065812,5541.176471
13,11377,QUEENS,WEST QUEENS,0.02998741,18973.68421
13,11378,QUEENS,WEST QUEENS,0.02998741,14636.84211
13,11379,QUEENS,WEST CENTRAL QUEENS,0.025065812,10158.82353
13,11385,QUEENS,WEST CENTRAL QUEENS,0.025065812,45714.70588
13,11411,QUEENS,SOUTHEAST QUEENS,0.010644386,2597.622378
13,11412,QUEENS,JAMAICA,0.030330777,26470.58824
13,11413,QUEENS,SOUTHEAST QUEENS,0.010644386,10390.48951
13,11414,QUEENS,SOUTHWEST QUEENS,0.018656289,14100
13,11415,QUEENS,SOUTHWEST QUEENS,0.018656289,7050
13,11416,QUEENS,SOUTHWEST QUEENS,0.018656289,15510
13,11417,QUEENS,SOUTHWEST QUEENS,0.018656289,23970
13,11418,QUEENS,SOUTHWEST QUEENS,0.018656289,21150
13,11419,QUEENS,SOUTHWEST QUEENS,0.018656289,23970
13,11420,QUEENS,SOUTHWEST QUEENS,0.018656289,28200
13,11421,QUEENS,SOUTHWEST QUEENS,0.018656289,22560
13,11422,QUEENS,SOUTHEAST QUEENS,0.010644386,3896.433566
13,11423,QUEENS,JAMAICA,0.030330777,7279.411765
13,11426,QUEENS,SOUTHEAST QUEENS,0.010644386,3463.496503
13,11427,QUEENS,SOUTHEAST QUEENS,0.010644386,2164.685315
13,11428,QUEENS,SOUTHEAST QUEENS,0.010644386,3030.559441
13,11429,QUEENS,SOUTHEAST QUEENS,0.010644386,5628.181818
13,11432,QUEENS,JAMAICA,0.030330777,9264.705882
13,11433,QUEENS,JAMAICA,0.030330777,27794.11765
13,11434,QUEENS,JAMAICA,0.030330777,21176.47059
13,11435,QUEENS,JAMAICA,0.030330777,13897.05882
13,11436,QUEENS,JAMAICA,0.030330777,17205.88235
13,11691,QUEENS,ROCKAWAYS,0.006523978,6061.118881
13,11692,QUEENS,ROCKAWAYS,0.006523978,1298.811189
13,11693,QUEENS,ROCKAWAYS,0.006523978,2597.622378
13,11694,QUEENS,ROCKAWAYS,0.006523978,0
