Year,zip,Borough,Neighborhood,Percentage,Number
18,10029,MANHATTAN,EAST HARLEM,0.018690769,15339.13043
18,10030,MANHATTAN,CENTRAL HARLEM,0.045279045,17422
18,10031,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.037030537,15437.5
18,10032,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.037030537,15912.5
18,10033,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.037030537,12587.5
18,10034,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.037030537,9025
18,10035,MANHATTAN,EAST HARLEM,0.018690769,12052.17391
18,10036,MANHATTAN,CHELSEA AND CLINTON,0.014303264,7253.271028
18,10037,MANHATTAN,CENTRAL HARLEM,0.045279045,3934
18,10038,MANHATTAN,LOWER MANHATTAN,0.005528256,5439.953271
18,10039,MANHATTAN,CENTRAL HARLEM,0.045279045,7587
18,10040,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.037030537,5937.5
18,10065,MANHATTAN,UPPER EAST SIDE,0.021674272,11714.28571
18,10069,MANHATTAN,UPPER WEST SIDE,#N/A,725.3271028
18,10075,MANHATTAN,UPPER EAST SIDE,0.021674272,5857.142857
18,10128,MANHATTAN,UPPER EAST SIDE,0.021674272,24600
18,10280,MANHATTAN,LOWER MANHATTAN,0.005528256,0
18,10282,MANHATTAN,LOWER MANHATTAN,#N/A,362.6635514
18,10301,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.012811513,9791.915888
18,10302,STATEN ISLAND,PORT RICHMOND,0.012723763,11242.57009
18,10303,STATEN ISLAND,PORT RICHMOND,0.012723763,6527.943925
18,10304,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.012811513,14869.20561
18,10305,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.012811513,15231.86916
18,10306,STATEN ISLAND,SOUTH SHORE,0.015707266,27838.46154
18,10307,STATEN ISLAND,SOUTH SHORE,0.015707266,2369.230769
18,10308,STATEN ISLAND,SOUTH SHORE,0.015707266,10069.23077
18,10309,STATEN ISLAND,SOUTH SHORE,0.015707266,9476.923077
18,10310,STATEN ISLAND,PORT RICHMOND,0.012723763,17407.85047
18,10312,STATEN ISLAND,SOUTH SHORE,0.015707266,17769.23077
18,10314,STATEN ISLAND,MID ISLAND,0.007546508,19583.83178
18,10451,BRONX,HIGH BRIDGE AND MORRISANIA,0.032292032,8203.389831
18,10452,BRONX,HIGH BRIDGE AND MORRISANIA,0.032292032,15101.69492
18,10453,BRONX,CENTRAL BRONX,0.037469287,18769.84127
18,10454,BRONX,HUNTS POINT AND MOTT HAVEN,0.031502282,8641.176471
18,10455,BRONX,HUNTS POINT AND MOTT HAVEN,0.031502282,11078.43137
18,10456,BRONX,HIGH BRIDGE AND MORRISANIA,0.032292032,20322.0339
18,10457,BRONX,CENTRAL BRONX,0.037469287,24007.93651
18,10458,BRONX,BRONX PARK AND FORDHAM,0.04045279,20167.53247
18,10459,BRONX,HUNTS POINT AND MOTT HAVEN,0.031502282,19054.90196
18,10460,BRONX,CENTRAL BRONX,0.037469287,17678.57143
18,10461,BRONX,SOUTHEAST BRONX,0.032204282,7666.666667
18,10462,BRONX,SOUTHEAST BRONX,0.032204282,21333.33333
18,10463,BRONX,KINGSBRIDGE AND RIVERDALE,0.008248508,20671.82243
18,10463,MANHATTAN,KINGSBRIDGE AND RIVERDALE,0.008248508,20671.82243
18,10464,BRONX,SOUTHEAST BRONX,0.032204282,1333.333333
18,10465,BRONX,SOUTHEAST BRONX,0.032204282,7333.333333
18,10466,BRONX,NORTHEAST BRONX,0.015531766,19326.31579
18,10467,BRONX,BRONX PARK AND FORDHAM,0.04045279,20167.53247
18,10468,BRONX,BRONX PARK AND FORDHAM,0.04045279,16172.07792
18,10469,BRONX,NORTHEAST BRONX,0.015531766,23978.94737
18,10470,BRONX,NORTHEAST BRONX,0.015531766,6084.210526
18,10471,BRONX,KINGSBRIDGE AND RIVERDALE,0.008248508,3263.971963
18,10472,BRONX,SOUTHEAST BRONX,0.032204282,24000
18,10473,BRONX,SOUTHEAST BRONX,0.032204282,8000
18,10474,BRONX,HUNTS POINT AND MOTT HAVEN,0.031502282,6868.627451
18,10475,BRONX,NORTHEAST BRONX,0.015531766,1789.473684
18,11001,QUEENS,NORTHWEST QUEENS,#N/A,1087.990654
18,11004,QUEENS,SOUTHEAST QUEENS,0.00991576,1450.654206
18,11101,QUEENS,NORTHWEST QUEENS,0.017988768,14466.66667
18,11102,QUEENS,NORTHWEST QUEENS,0.017988768,6533.333333
18,11103,QUEENS,NORTHWEST QUEENS,0.017988768,14000
18,11104,QUEENS,NORTHWEST QUEENS,0.017988768,3733.333333
18,11105,QUEENS,NORTHWEST QUEENS,0.017988768,6533.333333
18,11106,QUEENS,NORTHWEST QUEENS,0.017988768,7933.333333
18,11201,BROOKLYN,NORTHWEST BROOKLYN,0.046068796,23384.61538
18,11203,BROOKLYN,FLATBUSH,0.05967006,20276.31579
18,11204,BROOKLYN,BOROUGH PARK,0.016584767,36960
18,11205,BROOKLYN,NORTHWEST BROOKLYN,0.046068796,37025.64103
18,11206,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.046507547,36659.25926
18,11207,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.025974026,80289.47368
18,11208,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.025974026,39252.63158
18,11209,BROOKLYN,SOUTHWEST BROOKLYN,0.00991576,5802.616822
18,11210,BROOKLYN,FLATBUSH,0.05967006,8776.315789
18,11211,BROOKLYN,GREENPOINT,0.026851527,59783.33333
18,11212,BROOKLYN,CENTRAL BROOKLYN,0.096963847,33348.62385
18,11213,BROOKLYN,CENTRAL BROOKLYN,0.096963847,38350.91743
18,11214,BROOKLYN,SOUTHWEST BROOKLYN,0.00991576,7253.271028
18,11215,BROOKLYN,NORTHWEST BROOKLYN,0.046068796,58948.71795
18,11216,BROOKLYN,CENTRAL BROOKLYN,0.096963847,65696.78899
18,11217,BROOKLYN,NORTHWEST BROOKLYN,0.046068796,47743.58974
18,11218,BROOKLYN,BOROUGH PARK,0.016584767,44880
18,11219,BROOKLYN,BOROUGH PARK,0.016584767,27720
18,11220,BROOKLYN,SUNSET PARK,0.00965251,8703.925234
18,11221,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.046507547,89403.7037
18,11222,BROOKLYN,GREENPOINT,0.026851527,32822.22222
18,11223,BROOKLYN,SOUTHERN BROOKLYN,0.018076518,15716.66667
18,11224,BROOKLYN,SOUTHERN BROOKLYN,0.018076518,9566.666667
18,11225,BROOKLYN,FLATBUSH,0.05967006,20276.31579
18,11226,BROOKLYN,FLATBUSH,0.05967006,36315.78947
18,11228,BROOKLYN,SOUTHWEST BROOKLYN,0.00991576,5802.616822
18,11229,BROOKLYN,SOUTHERN BROOKLYN,0.018076518,17766.66667
18,11230,BROOKLYN,BOROUGH PARK,0.016584767,39600
18,11231,BROOKLYN,NORTHWEST BROOKLYN,0.046068796,10230.76923
18,11232,BROOKLYN,SUNSET PARK,0.00965251,7253.271028
18,11233,BROOKLYN,CENTRAL BROOKLYN,0.096963847,45020.6422
18,11234,BROOKLYN,CANARSIE AND FLATLANDS,0.00974026,12330.56075
18,11235,BROOKLYN,SOUTHERN BROOKLYN,0.018076518,25283.33333
18,11236,BROOKLYN,CANARSIE AND FLATLANDS,0.00974026,18133.17757
18,11237,BROOKLYN,BUSHWICK AND WILLIAMSBURG,#N/A,44970.28037
18,11238,BROOKLYN,CENTRAL BROOKLYN,0.096963847,52690.82569
18,11239,BROOKLYN,CANARSIE AND FLATLANDS,0.00974026,0
18,11249,BROOKLYN,FLATBUSH,#N/A,9429.252336
18,11354,QUEENS,NORTH QUEENS,0.012723763,3989.299065
18,11355,QUEENS,NORTH QUEENS,0.012723763,8341.261682
18,11356,QUEENS,NORTH QUEENS,0.012723763,725.3271028
18,11357,QUEENS,NORTH QUEENS,0.012723763,6890.607477
18,11358,QUEENS,NORTH QUEENS,0.012723763,5077.28972
18,11360,QUEENS,NORTH QUEENS,0.012723763,725.3271028
18,11361,QUEENS,NORTHEAST QUEENS,0.001842752,13055.88785
18,11362,QUEENS,NORTHEAST QUEENS,0.001842752,725.3271028
18,11364,QUEENS,NORTHEAST QUEENS,0.001842752,1450.654206
18,11365,QUEENS,CENTRAL QUEENS,0.003685504,1813.317757
18,11366,QUEENS,CENTRAL QUEENS,0.003685504,2538.64486
18,11367,QUEENS,CENTRAL QUEENS,0.003685504,2538.64486
18,11368,QUEENS,WEST QUEENS,0.035714286,23206
18,11369,QUEENS,WEST QUEENS,0.035714286,5660
18,11370,QUEENS,WEST QUEENS,0.035714286,12452
18,11372,QUEENS,WEST QUEENS,0.035714286,15848
18,11373,QUEENS,WEST QUEENS,0.035714286,20376
18,11374,QUEENS,WEST CENTRAL QUEENS,0.025535276,27066.66667
18,11375,QUEENS,WEST CENTRAL QUEENS,0.025535276,21427.77778
18,11377,QUEENS,WEST QUEENS,0.035714286,37922
18,11378,QUEENS,WEST QUEENS,0.035714286,15282
18,11379,QUEENS,WEST CENTRAL QUEENS,0.025535276,41727.77778
18,11385,QUEENS,WEST CENTRAL QUEENS,0.025535276,102627.7778
18,11411,QUEENS,SOUTHEAST QUEENS,0.00991576,2538.64486
18,11412,QUEENS,JAMAICA,0.027816778,22247.72727
18,11413,QUEENS,SOUTHEAST QUEENS,0.00991576,5077.28972
18,11414,QUEENS,SOUTHWEST QUEENS,0.017901018,9257.142857
18,11415,QUEENS,SOUTHWEST QUEENS,0.017901018,4628.571429
18,11416,QUEENS,SOUTHWEST QUEENS,0.017901018,10992.85714
18,11417,QUEENS,SOUTHWEST QUEENS,0.017901018,13885.71429
18,11418,QUEENS,SOUTHWEST QUEENS,0.017901018,17935.71429
18,11419,QUEENS,SOUTHWEST QUEENS,0.017901018,15042.85714
18,11420,QUEENS,SOUTHWEST QUEENS,0.017901018,12728.57143
18,11421,QUEENS,SOUTHWEST QUEENS,0.017901018,5785.714286
18,11422,QUEENS,SOUTHEAST QUEENS,0.00991576,3626.635514
18,11423,QUEENS,JAMAICA,0.027816778,5704.545455
18,11426,QUEENS,SOUTHEAST QUEENS,0.00991576,2901.308411
18,11427,QUEENS,SOUTHEAST QUEENS,0.00991576,2538.64486
18,11428,QUEENS,SOUTHEAST QUEENS,0.00991576,2175.981308
18,11429,QUEENS,SOUTHEAST QUEENS,0.00991576,6165.280374
18,11432,QUEENS,JAMAICA,0.027816778,21677.27273
18,11433,QUEENS,JAMAICA,0.027816778,26811.36364
18,11434,QUEENS,JAMAICA,0.027816778,19395.45455
18,11435,QUEENS,JAMAICA,0.027816778,21677.27273
18,11436,QUEENS,JAMAICA,0.027816778,11979.54545
18,11691,QUEENS,ROCKAWAYS,0.003510004,6527.943925
18,11692,QUEENS,ROCKAWAYS,0.003510004,2175.981308
18,11693,QUEENS,ROCKAWAYS,0.003510004,1450.654206
18,11694,QUEENS,ROCKAWAYS,0.003510004,1813.317757
